"","mt_id","xpos_max","xpos_min","ypos_max","ypos_min","MAD","MAD_time","MD_above","MD_above_time","MD_below","MD_below_time","AD","AUC","xpos_flips","ypos_flips","xpos_reversals","ypos_reversals","RT","initiation_time","idle_time","sample_entropy"
"id0174","id0174",0,-780,924,0,-54.1801455274015,1376,36.369732843438,1226,-54.1801455274015,1376,1.31769450908171,2540,1,1,0,0,1656,816,876,0.0929373808041858
"id0175","id0175",0,-584,842,0,57.8781303087678,1082,57.8781303087678,1082,-1.70976064444868,1532,8.48080029651117,30662.5,0,0,0,0,1616,892,956,0.0727593542824283
"id0176","id0176",0,-626,857,0,-35.2233510563153,1051,3.61919884990924,901,-35.2233510563153,1051,-3.81691156294493,-10800.5,0,0,0,0,1280,711,760,0.0346084153511165
"id0177","id0177",88,-583,790,0,199.482717694068,932,199.482717694068,932,0,0,30.3059135914456,106349,1,0,1,0,1368,682,758,0.0489110173933388
"id0178","id0178",1,-629,805,0,87.249436093694,1154,87.249436093694,1154,-1.33026660591167,1434,6.59988687533989,51823,1,0,1,0,1808,994,1338,0.0299561569994193
"id0179","id0179",0,-648,831,0,67.3172711398705,1484,67.3172711398705,1484,-0.78858513514946,934,12.2927738475644,20468.5,2,0,0,0,1911,924,1031,0.0927460758353871
"id0180","id0180",0,-595,788,0,94.080931902077,962,94.080931902077,962,0,0,13.0286983578647,54244,0,0,0,0,1368,832,868,0.0404394351937262
"id0181","id0181",1,-586,796,0,123.246835261007,702,123.246835261007,702,-1.30913467869303,1022,27.5795145449251,77347,1,0,1,0,1112,512,542,0.0476280489892546
"id0182","id0182",0,-635,803,0,-23.3927652919831,818,23.0704163465031,718,-23.3927652919831,818,-0.602366198516147,3694,0,0,0,0,1056,638,696,0.0264982802252892
"id0183","id0183",0,-624,775,0,-35.8275699436327,927,32.1943600764246,627,-35.8275699436327,927,-5.7230639717839,1773.5,0,0,0,0,1064,567,594,0.0492067134324047
"id0184","id0184",16,-592,818,-1,150.20997802243,740,150.20997802243,740,-0.586285764134059,1010,20.0247379258211,87848.5,1,1,1,1,1088,520,598,0.0343769717028861
"id0185","id0185",0,-640,872,0,65.5438233504,690,65.5438233504,690,-8.18003482572134,890,5.27168417615958,30098,0,0,0,0,1120,570,730,0.0323260470171494
"id0186","id0186",119,-621,844,0,271.273210761126,760,271.273210761126,760,0,0,94.7864634647943,111347.5,1,0,1,0,1520,420,760,0.10854367211641
"id0187","id0187",0,-643,828,0,64.45571152469,850,64.45571152469,850,-18.030276730594,1110,1.48754384105069,25232.5,0,0,0,0,1344,720,774,0.0296658479048563
"id0188","id0188",0,-589,884,0,63.7325882581543,620,63.7325882581543,620,0,0,13.5588447848575,46029.5,0,0,0,0,1040,420,510,0.0375043954584543
"id0189","id0189",301,-612,791,0,504.866205746351,700,504.866205746351,700,-0.611931161616239,970,131.619768830058,295970,1,0,1,0,1119,450,589,0.0747545935794207
"id0190","id0190",302,-640,820,0,585.084129059774,780,585.084129059774,780,-2.23035685083579,1210,148.534861309897,266953,1,0,1,0,1360,410,560,0.134656885146257
"id0191","id0191",43,-638,805,0,255.441791582929,1050,255.441791582929,1050,-52.8707390226202,1390,31.1128332021035,75054.5,1,0,1,0,1688,320,738,0.0599086218388834
"id0192","id0192",13,-641,835,0,-40.2834274160808,2240,30.7666398708787,2070,-40.2834274160808,2240,4.86268463986598,-8832,1,0,1,0,2528,580,1828,0.0277795641070757
"id0193","id0193",616,-594,749,0,611.26950974705,11630,611.26950974705,11630,-6.80790011574352,12270,43.0134419601726,222936,3,0,1,0,12432,40,11262,0.0493778809068897
"id0194","id0194",0,-471,865,0,-62.3106896882675,1420,54.310034089637,1190,-62.3106896882675,1420,-6.3046236809466,-7121,2,0,0,0,1639,890,890,0.082415392723578
"id0195","id0195",0,-501,833,0,-61.1138557135736,1440,15.5433667639024,1570,-61.1138557135736,1440,-0.987421550236608,-26806,0,0,0,0,1728,500,878,0.0692899158972746
"id0196","id0196",0,-458,858,0,-50.9670947450024,2040,8.37970187959996,2330,-50.9670947450024,2040,-4.67527000514287,-25242,0,0,0,0,2463,1820,1843,0.0319616868578547
"id0197","id0197",559,-554,762,0,843.773061343023,1800,843.773061343023,1800,-6.46850009915988,2740,307.602705876283,347141,2,4,2,0,2928,640,1718,0.161766137860033
"id0198","id0198",436,-410,817,0,591.526860260896,1920,591.526860260896,1920,0,0,77.0043132188677,292949,1,0,1,0,2903,520,1843,0.0705626357409521
"id0199","id0199",0,-653,796,0,-113.411827608266,950,0,0,-113.411827608266,950,-21.0695013643952,-68260,0,0,0,0,1464,790,814,0.0737031957871347
"id0200","id0200",507,-739,895,0,881.813197480275,1610,881.813197480275,1610,-118.337623361027,5840,615.410407209335,458470,2,2,1,0,6343,940,5233,0.0544276465760338
"id0201","id0201",0,-620,779,0,-97.872575677407,1020,0.303331361458257,870,-97.872575677407,1020,-15.5570793759608,-55084.5,0,0,0,0,1464,860,874,0.0351086738421781
"id0202","id0202",0,-649,907,0,-111.165782587964,1290,0,0,-111.165782587964,1290,-22.9263738895078,-80843,0,0,0,0,1944,920,1214,0.0384374744212492
"id0203","id0203",68,-617,810,0,150.701950091038,2481,150.701950091038,2481,-24.4129911264525,2821,7.81743516166724,51917.5,1,0,1,0,3025,2251,2275,0.0273490154041009
"id0204","id0204",413,-535,840,-7,542.125485351191,1620,542.125485351191,1620,-1.92287588454923,2010,119.502411093209,278287,1,1,1,1,2072,730,852,0.101435093541721
"id0205","id0205",0,-538,804,0,-202.561803757952,7621,0,0,-202.561803757952,7621,-12.7303910848592,-115587,0,2,0,0,8073,6111,7093,0.0801533822351015
"id0206","id0206",0,-528,816,0,-79.512232530292,1240,22.3226888842807,1592,-79.512232530292,1240,-5.47444990411205,-43679,0,0,0,0,1768,830,998,0.076979680638827
"id0207","id0207",3,-786,892,-36,-41.0567758111815,555,5.48747040465764,1405,-41.0567758111815,555,-21.0023493166876,-17783,2,1,2,1,1673,375,923,0.0534575550927801
"id0208","id0208",18,-562,783,0,109.125049640861,960,109.125049640861,960,-45.0170918633306,1120,4.61689384959844,38456,4,0,2,0,1456,780,796,0.0789357072400412
"id0209","id0209",5,-790,1017,0,-155.064760516695,7473,21.2877226941994,7233,-155.064760516695,7473,6.4420303431405,-96986.5,1,0,1,0,7728,343,7088,0.0222231367847102
"id0210","id0210",0,-903,924,0,-22.4753864466613,970,13.6152532362653,1070,-22.4753864466613,970,-4.9730857491821,-14452,1,2,0,0,2320,790,1710,0.0559285526592248
"id0211","id0211",69,-753,910,0,123.471473108014,900,123.471473108014,900,-50.2426740638377,1050,7.79204427345362,21593,1,0,1,0,1328,710,838,0.0289267706106626
"id0212","id0212",0,-711,891,-1,22.3122260653442,770,22.3122260653442,770,-12.6404366350375,720,-1.60915932885903,-392,0,1,0,1,1047,0,647,0.0327898228229908
"id0213","id0213",307,-633,814,0,460.446805010558,640,460.446805010558,640,0,0,42.6860328576875,223020.5,1,0,1,0,3024,470,2104,0.0866469322172006
"id0214","id0214",0,-487,762,0,51.4867281324205,1270,51.4867281324205,1270,-43.1534882276521,650,20.4708388638169,7435,2,0,0,0,1728,490,858,0.122862038261124
"id0215","id0215",1,-644,827,-6,177.931544462202,1170,177.931544462202,1170,-17.6708004192055,1370,21.8211957248179,41442,4,1,1,1,1896,360,1096,0.0610082990937443
"id0216","id0216",1,-811,952,0,28.5370955117588,1540,28.5370955117588,1540,-28.467732508692,1650,0.692897322889766,-5300.5,2,1,1,0,2112,1180,1722,0.0505616438178141
"id0217","id0217",0,-606,806,0,270.892311168498,680,270.892311168498,680,0,0,121.452584059717,99036,2,0,0,0,1480,440,950,0.0956826886557175
"id0218","id0218",0,-505,827,0,-71.7020216574954,2681,0,0,-71.7020216574954,2681,-40.8900022066317,-43090,0,0,0,0,4488,1101,3568,0.0809479625938011
"id0219","id0219",26,-744,871,0,-73.1101530062671,1310,37.2450752574932,1070,-73.1101530062671,1310,-2.44175366668391,-20438.5,2,0,1,0,1633,600,943,0.082109406389423
"id0220","id0220",0,-682,865,0,-22.4671114195406,590,22.2419682309175,480,-22.4671114195406,590,-0.243103017408592,-1821.5,0,0,0,0,816,390,476,0.03084863207248
"id0221","id0221",0,-635,818,-1,-77.2504081736398,820,0,0,-77.2504081736398,820,-10.6336030056804,-41085.5,1,1,0,1,1191,380,731,0.0265487063025212
"id0223","id0223",0,-722,862,0,157.791641361759,1330,157.791641361759,1330,-12.0335959687253,1610,22.6131012048202,53914,3,0,0,0,2056,400,1186,0.101163237722486
"id0224","id0224",60,-721,954,-22,100.620901344071,1240,100.620901344071,1240,-11.8240910833028,1440,17.2887782836311,63209.5,2,2,1,1,1744,360,884,0.115959881094868
"id0226","id0226",821,-584,955,0,1181.75136480648,970,1181.75136480648,970,0,0,278.087718038969,727490,1,1,1,0,1584,620,724,0.157297909717802
"id0227","id0227",0,-889,1019,-1,27.2104029918207,800,27.2104029918207,800,-7.87985559907406,540,7.19563008771202,12898.5,1,2,0,1,1209,230,659,0.0303426311645578
"id0228","id0228",0,-698,1002,0,-103.555085735394,670,62.6510356613097,1750,-103.555085735394,670,-20.1289404648991,-50683.5,3,3,0,0,2095,520,955,0.169718384640629
"id0229","id0229",562,-540,805,0,838.573516679455,1492,838.573516679455,1492,-16.3719211796583,1742,225.318686160202,219058.5,3,2,1,0,2561,191,910,0.239646109934537
"id0230","id0230",79,-637,789,0,234.066223890097,1610,234.066223890097,1610,-83.5474630897011,2000,36.003875219666,65827,2,0,2,0,2272,310,1042,0.0629075906662093
"id0231","id0231",496,-536,909,0,892.408232545698,3570,892.408232545698,3570,-80.8153890744659,1360,119.790944510602,78626,2,6,2,0,4351,270,1891,0.280144905314037
"id0232","id0232",186,-480,899,0,305.495609566341,1070,305.495609566341,1070,0,0,111.644875543276,135631.5,5,2,1,0,1584,190,634,0.14443953192627
"id0233","id0233",0,-657,801,0,-147.955873329957,1270,73.8345938248665,740,-147.955873329957,1270,-1.8486386226576,-54463.5,2,0,0,0,1736,160,636,0.0939216328521479
"id0234","id0234",0,-711,799,0,96.9302227704143,1240,96.9302227704143,1240,-46.4378379290406,1440,30.2123206660114,45455,3,0,0,0,1759,230,689,0.0972425475553788
"id0235","id0235",0,-555,834,0,-55.5566147763522,710,4.13859646512067,210,-55.5566147763522,710,-7.96239607031842,-28993,0,0,0,0,1240,170,590,0.071184382031437
"id0236","id0236",44,-590,792,0,157.155918652334,490,157.155918652334,490,-129.705677977467,1310,30.7132429579014,3522.5,3,2,1,0,2744,130,1424,0.166187355598575
"id0237","id0237",48,-684,884,0,133.411464324172,641,133.411464324172,641,-34.1232946278521,831,32.5268356717358,83094.5,2,1,1,0,1176,261,326,0.0674132057603199
"id0238","id0238",0,-604,762,0,95.1820037547346,610,95.1820037547346,610,-32.8071952433932,1540,23.9127015790615,13641.5,0,0,0,0,1728,200,618,0.120441298718718
"id0239","id0239",0,-570,752,0,104.655280116246,570,104.655280116246,570,-42.8078395307092,1440,31.1197977183975,29873.5,2,0,0,0,1888,210,648,0.0311293033250556
"id0240","id0240",636,-522,798,0,945.706255806716,1991,945.706255806716,1991,0,0,372.466739406748,367789,3,5,3,0,3784,71,1774,0.221161390110218
"id0241","id0241",0,-506,753,0,-139.937653694125,690,0.283457683087346,540,-139.937653694125,690,-14.7403211852233,-73868.5,2,0,0,0,1464,530,814,0.0296659856405625
"id0242","id0242",3,-728,791,0,208.477470755782,690,208.477470755782,690,-60.3867605546025,1000,39.4167924236277,90697.5,3,0,2,0,1304,200,324,0.0736048274890194
"id0243","id0243",0,-610,787,0,299.570555156773,1350,299.570555156773,1350,-22.5684720087264,2410,114.256109189342,112470,2,2,0,0,2703,220,1073,0.145575912240579
"id0244","id0244",0,-563,783,0,-51.8314511884407,1350,12.5633149801774,670,-51.8314511884407,1350,-5.9316753758058,-15908.5,4,2,0,0,1888,300,658,0.156338002979405
"id0245","id0245",97,-583,786,0,205.692305342287,1930,205.692305342287,1930,-54.1838469026895,2300,115.638548734541,73025,2,2,1,0,2688,320,1408,0.0890151205004467
"id0246","id0246",28,-393,790,0,103.67378104818,1110,103.67378104818,1110,-0.445399345758323,1660,37.8724330016294,64849,1,0,1,0,1711,340,751,0.0638320569612441
"id0247","id0247",0,-677,763,0,92.5525038774507,1070,92.5525038774507,1070,-23.6812376457895,1300,35.2242727691517,43520,2,2,0,0,1496,240,606,0.0815081045919989
"id0248","id0248",0,-629,850,0,194.497585931182,1480,194.497585931182,1480,-4.26036206577643,680,35.8856505786053,121510,0,2,0,0,2304,520,1214,0.100189097009477
"id0249","id0249",3,-576,796,0,207.107340773932,840,207.107340773932,840,-2.65433503399846,220,79.217366879881,102854,6,4,2,0,2256,210,1136,0.125857828636685
"id0250","id0250",0,-592,777,0,47.0062268838253,840,47.0062268838253,840,-12.0451089033493,460,1.5262150331737,21044,0,0,0,0,1319,110,549,0.117783035656384
"id0251","id0251",0,-567,787,-19,-38.4740545904591,810,0,0,-38.4740545904591,810,-11.1062861761972,-21976,0,1,0,1,1248,370,588,0.0668653852086796
"id0253","id0253",25,-582,866,0,126.289261495847,1010,126.289261495847,1010,0,0,52.0704757948278,84712,1,2,1,0,1697,310,887,0.108579136906357
"id0254","id0254",581,-497,780,0,900.533135097107,2450,900.533135097107,2450,-0.388157105757142,2750,414.317742888137,293108,3,4,1,0,2864,400,1344,0.170826191296969
"id0255","id0255",490,-432,737,-3,788.849801834829,1690,788.849801834829,1690,-1.51706837411291,420,208.82920301902,331380,1,3,1,1,2408,360,1440,0.0614870625770935
"id0256","id0256",225,-566,916,-13,405.624297321,1480,405.624297321,1480,-137.08533583423,1710,21.1662546238132,160821,3,1,1,1,2015,970,1205,0.059270243321128
"id0257","id0257",39,-600,796,-33,-40.970988789048,1240,14.0930570643621,1080,-40.970988789048,1240,-2.45641099377331,-18026,1,1,1,1,1632,480,762,0.0916488484830909
"id0258","id0258",137,-586,769,0,256.750857325949,1160,256.750857325949,1160,-52.3164236744517,1410,55.6010978107375,104821.5,1,0,1,0,1680,360,740,0.0722697722892663
"id0260","id0260",505,-573,854,-12,865.642572887337,1240,865.642572887337,1240,-0.873185220723811,300,192.827980658895,473081.5,1,1,1,1,2167,190,667,0.161295530227321
"id0261","id0261",10,-643,763,-43,-98.6714836944264,1210,9.00331663796246,670,-98.6714836944264,1210,-31.2571601450357,-80271,2,2,1,2,1872,640,912,0.119414091310755
"id0262","id0262",2,-538,782,-6,30.4321561580962,1450,30.4321561580962,1450,-1.75306750145649,350,5.54833690131107,17690.5,1,1,1,1,1697,260,977,0.0635889860591066
"id0263","id0263",0,-555,813,0,58.4976185543627,1690,58.4976185543627,1690,-2.4238754396036,1540,10.0284448727212,33079.5,2,1,0,0,2240,520,1570,0.0556825855271278
"id0264","id0264",132,-537,752,0,199.823064664052,1020,199.823064664052,1020,-16.9687330632631,1512,57.2154935736826,65613,1,2,1,0,1912,530,1160,0.0976507029525037
"id0265","id0265",530,-541,849,0,906.67739794432,2050,906.67739794432,2050,-1.63263072292537,2491,222.437597626422,469774.5,3,2,1,0,3177,420,2057,0.102934801915339
"id0266","id0266",6,-590,782,0,49.2117222061402,1280,49.2117222061402,1280,-3.83828566825188,1480,16.2597280616777,28656.5,2,0,2,0,1671,130,761,0.0560088940483707
"id0267","id0267",0,-680,793,0,27.2613624123785,1470,27.2613624123785,1470,-23.9788562071658,1600,-0.178134830172505,12691,0,0,0,0,1760,1280,1340,0.0256255809168424
"id0268","id0268",1,-534,784,-1,101.009482525846,710,101.009482525846,710,-0.562944222977393,60,23.9212700227157,68163.5,1,1,1,1,1168,50,678,0.0662674339651225
"id0269","id0269",737,-556,828,0,1015.19165307456,2221,1015.19165307456,2221,0,0,403.980233059961,503519,1,2,1,0,4065,1801,2745,0.0610200908761355
"id0270","id0270",0,-545,861,0,213.702063834167,790,213.702063834167,790,0,0,37.7988874716306,135674,0,1,0,0,1768,620,1138,0.0541337570832016
"id0272","id0272",0,-673,866,-1,36.9971167741027,980,36.9971167741027,980,-22.0941452958587,1070,-0.952301939161242,8997.5,0,1,0,1,1330,40,910,0.0272921422880075
"id0273","id0273",12,-573,943,0,205.995127972147,1250,205.995127972147,1250,-9.89881598376119,1080,50.3697506375115,64550.5,1,1,1,0,1768,290,1008,0.105722113926095
"id0274","id0274",632,-576,817,-1,923.91560139674,1750,923.91560139674,1750,-12.1414628077735,3520,408.93776931889,354695,1,5,1,1,3599,30,2630,0.0584014220795456
"id0275","id0275",10,-663,793,0,161.650577988838,841,161.650577988838,841,-3.47121757760206,1031,21.7937899583727,120211.5,1,0,1,0,1160,701,770,0.0277390047941449
"id0276","id0276",0,-547,879,0,97.1514021355344,890,97.1514021355344,890,0,0,9.99274828879962,63514,0,1,0,0,1184,750,844,0.0299561569994193
"id0278","id0278",1,-550,813,-1,81.153092363522,771,81.153092363522,771,-30.9893011726981,1001,2.28382600951527,32274.5,1,1,1,1,1176,41,666,0.0293410264821294
"id0279","id0279",0,-590,786,0,73.5327574424377,1910,73.5327574424377,1910,0,0,9.95959785029468,41887.5,2,0,0,0,2168,1240,1388,0.056220892844473
"id0280","id0280",0,-592,803,0,32.6562745322076,1320,32.6562745322076,1320,-22.8961792217283,1490,-1.43533284384425,4208.5,0,0,0,0,1720,1210,1260,0.0256177954194985
"id0281","id0281",0,-559,826,0,82.9808201028128,950,82.9808201028128,950,-14.2032828386651,1100,4.67847050958232,43483.5,0,0,0,0,1352,50,782,0.0622349281225387
"id0282","id0282",0,-524,835,0,25.8155897544998,2410,25.8155897544998,2410,-16.2142475789196,2730,0.0563988196915417,10972.5,0,0,0,0,2896,2310,2316,0.0255850220364805
"id0283","id0283",0,-550,788,0,-36.4694653199902,2190,1.58780325527554,1950,-36.4694653199902,2190,-4.45796027142433,-16166,1,0,0,0,2440,1880,1930,0.0240975515790605
"id0284","id0284",0,-498,869,0,108.934746950503,950,108.934746950503,950,0,0,14.3057559489933,63161,0,0,0,0,1288,780,850,0.0563373698048149
"id0285","id0285",350,-642,880,0,768.989232889011,950,768.989232889011,950,0,0,157.178661192891,439535,1,1,1,0,1416,740,766,0.112413895241325
"id0286","id0286",215,-671,880,0,525.267283878892,2950,525.267283878892,2950,0,0,245.561630225426,219925.5,5,4,3,0,3799,680,1509,0.27850168010682
"id0287","id0287",11,-461,785,0,125.189640899632,1670,125.189640899632,1670,-47.6133002079072,1980,27.9692726264093,37811.5,2,0,2,0,2463,20,843,0.0251059211310764
"id0288","id0288",633,-687,763,0,951.059546161522,1670,951.059546161522,1670,0,0,174.616584938554,134006,2,2,2,0,2473,560,813,0.192520691100227
"id0289","id0289",0,-695,912,0,46.7435433135111,630,46.7435433135111,630,-2.32832458243083,1250,6.86328303522508,29483.5,1,1,0,0,1495,520,715,0.101366023863059
"id0290","id0290",70,-468,902,0,316.261916213013,1450,316.261916213013,1450,0,0,83.4859343208305,161658.5,4,0,4,0,2408,260,778,0.139831728480773
"id0292","id0292",0,-555,803,0,-60.25516033425,1360,39.3266418707379,880,-60.25516033425,1360,-7.52335423466907,-3961.5,0,0,0,0,1823,670,813,0.125311302077175
"id0293","id0293",554,-584,780,0,905.566197255304,1920,905.566197255304,1920,-0.201149357492928,690,279.330906042699,344461,4,0,2,0,3145,680,1785,0.0620540478099092
"id0294","id0294",35,-696,767,0,-157.922678806134,2210,124.067328523506,2030,-157.922678806134,2210,-8.4986428445518,-4255,2,0,1,0,3240,1120,2030,0.0743529801177063
"id0295","id0295",257,-677,842,0,370.726630855353,1120,370.726630855353,1120,-3.9281262236045,1870,136.245967485423,215059,3,2,1,0,2071,710,1201,0.0981127039086515
"id0296","id0296",0,-617,816,0,-120.614897451736,940,23.9355729370457,690,-120.614897451736,940,-21.1235179967057,-24280.5,1,0,0,0,1600,520,680,0.0601433837589476
"id0299","id0299",0,-672,813,0,50.612090990979,780,50.612090990979,780,-26.532429995871,1050,0.248186351389405,12275.5,1,0,0,0,1704,430,964,0.031042761087035
"id0301","id0301",607,-432,786,0,874.671296607459,1010,874.671296607459,1010,0,0,238.856424014034,415244,1,2,1,0,1681,450,631,0.143100843640673
"id0302","id0302",0,-622,796,0,-70.7722644195663,960,42.5975897628161,1500,-70.7722644195663,960,15.3961819311573,-10431.5,2,2,0,0,3575,420,2045,0.054808236494995
"id0303","id0303",1,-466,790,0,-80.7610040949255,1300,68.8988159512747,720,-80.7610040949255,1300,6.9328725152871,-658,6,0,2,0,2415,30,915,0.142728854424071
"id0304","id0304",496,-465,807,0,655.190295450367,760,655.190295450367,760,0,0,225.326353825049,388176.5,3,0,1,0,1488,440,568,0.176046867651111
"id0305","id0305",0,-716,898,0,-180.803996494864,761,2.18545287450335,1561,-180.803996494864,761,-27.8103571495674,-50833.5,2,2,0,0,1720,671,1020,0.140084385913692
"id0306","id0306",0,-577,837,0,74.346035277324,2050,74.346035277324,2050,-58.7087861961578,2240,-1.15048760176468,26232.5,0,0,0,0,2472,890,1902,0.0240975515790605
"id0307","id0307",0,-670,818,0,63.0831386033477,910,63.0831386033477,910,-3.87566642674162,1040,4.03114391537897,41137,0,0,0,0,1192,830,912,0.0256095942043244
"id0308","id0308",0,-679,927,0,-49.2544628666957,1780,6.87684445416948,1840,-49.2544628666957,1780,-1.69858831216139,-23207.5,0,0,0,0,2064,1680,1814,0.0240975515790605
"id0309","id0309",0,-719,895,0,154.273075202975,4320,154.273075202975,4320,-0.626287136716181,4500,3.76468935514175,112250.5,0,0,0,0,4600,4230,4320,0.0224728558520586
"id0310","id0310",0,-695,900,0,-142.05097112767,1740,0,0,-142.05097112767,1740,-22.5615359966138,-107522.5,1,0,0,0,2191,1570,1571,0.0513953647140941
"id0311","id0311",11,-405,821,0,63.9755263442122,1200,63.9755263442122,1200,-34.7213632314636,1320,5.59252024131634,22225,1,0,1,0,1512,10,1030,0.0254139572079589
"id0312","id0312",98,-558,825,0,309.796384614412,1106,309.796384614412,1106,0,0,40.3098627464018,210543.5,1,0,1,0,1424,976,976,0.0324897027727189
"id0313","id0313",73,-755,878,0,332.018035226593,1200,332.018035226593,1200,0,0,39.3228627108303,254755.5,1,0,1,0,1520,1070,1110,0.0285167838319333
"id0314","id0314",0,-862,795,-3,124.800304026448,1320,124.800304026448,1320,-11.0187893561497,80,1.38921719100369,87531,0,1,0,1,1639,0,1129,0.0256340029960357
"id0315","id0315",3,-723,897,0,232.372743648835,1740,232.372743648835,1740,-0.476520490903504,2040,18.5306630244074,172929,1,0,1,0,2072,1560,1582,0.0262740893701802
"id0316","id0316",5,-489,855,0,118.838340807565,3730,118.838340807565,3730,-6.45406987136964,4130,12.7687370370125,47828,1,0,1,0,4264,10,3674,0.0246926125903715
"id0317","id0317",0,-897,975,0,82.1015895438922,2311,82.1015895438922,2311,-20.4757158968824,2451,-0.946043951032392,73782.5,1,1,0,0,2832,111,2392,0.0506277045448794
"id0318","id0318",0,-549,870,0,49.8977881090173,1070,49.8977881090173,1070,-26.5786625961167,1290,0.125450481734456,25644.5,1,0,0,0,1440,990,1010,0.0292265088603554
"id0319","id0319",0,-739,932,0,91.0788791106188,730,91.0788791106188,730,-0.783568246973164,560,10.3006527242512,70202,0,0,0,0,992,550,642,0.0291655361617251
"id0321","id0321",225,-589,834,0,533.087758926579,1044,533.087758926579,1044,0,0,95.1121550038877,325062.5,1,0,1,0,1376,844,876,0.0348969223456008
"id0322","id0322",0,-579,872,0,98.7789420572686,1220,98.7789420572686,1220,-20.4075379740151,1170,3.95214120475241,44272.5,0,0,0,0,1504,1140,1154,0.0243552281963334
"id0323","id0323",145,-461,888,0,349.437973795251,1060,349.437973795251,1060,0,0,41.3918780236257,231906,1,0,1,0,1488,920,1008,0.0283706971292156
"id0324","id0324",11,-777,945,0,117.442289352202,681,117.442289352202,681,0,0,24.5452783919282,101568.5,2,1,1,0,1336,361,666,0.0599541903945048
"id0325","id0325",239,-594,811,0,387.574980873309,680,387.574980873309,680,0,0,97.2499436166069,246386,1,1,1,0,1304,280,444,0.136239753260728
"id0326","id0326",374,-701,907,0,836.095018890543,960,836.095018890543,960,-78.6604775100465,1180,294.013511161862,115760.5,3,2,2,0,1456,150,236,0.18827142560019
"id0327","id0327",545,-617,956,0,951.03635338065,1440,951.03635338065,1440,-61.0629986399883,680,401.79934787554,-78760.5,4,2,2,0,2303,330,863,0.109414785985867
"id0328","id0328",1,-821,929,0,149.166727810188,790,149.166727810188,790,-12.22501811399,930,21.9403913400003,58046.5,2,1,1,0,1552,520,672,0.0290959843275546
"id0329","id0329",292,-498,985,0,497.968534180355,1130,497.968534180355,1130,0,0,99.651296504802,410539.5,1,1,1,0,1632,550,642,0.0471150393751051
"id0330","id0330",0,-834,954,0,85.9951574358202,890,85.9951574358202,890,-14.9470242295006,1130,7.03877644258146,58140,1,1,0,0,1391,580,691,0.0572148138286835
"id0331","id0331",1,-660,841,0,144.59016348819,1240,144.59016348819,1240,0,0,13.4336707805337,103017,1,0,1,0,2024,830,1494,0.0515560489325262
"id0333","id0333",647,-502,905,0,997.540832722996,950,997.540832722996,950,0,0,173.054190321626,609432,1,1,1,0,1808,610,888,0.0421375844484045
"id0334","id0334",0,-604,956,0,-40.0725107639008,1000,35.1108398077809,1260,-40.0725107639008,1000,0.875125679835938,-12645,0,1,0,0,1608,610,858,0.03322262312226
"id0335","id0335",0,-552,930,0,-78.2925423197681,800,1.29267023529665,1020,-78.2925423197681,800,-10.6577891796359,-51027,0,0,0,0,1127,610,657,0.0307352798174127
"id0336","id0336",0,-777,950,0,-62.8347333090789,920,1.55963478236823,1420,-62.8347333090789,920,-8.11599951348469,-45071,1,1,0,0,1504,650,874,0.0758356036870706
"id0337","id0337",0,-506,825,0,-44.6677438153449,760,15.0938330246255,1440,-44.6677438153449,760,-3.49940346781938,-26075,0,0,0,0,2128,550,1048,0.0320162138989584
"id0338","id0338",0,-628,877,0,55.6355621485621,701,55.6355621485621,701,-30.1252681466628,821,2.8251879080416,16806,0,0,0,0,1048,521,608,0.0333642289439006
"id0339","id0339",0,-558,860,0,-122.631924392893,601,0,0,-122.631924392893,601,-21.2127395870205,-80985.5,0,0,0,0,977,401,467,0.0323260470171494
"id0340","id0340",611,-620,856,0,997.891321737953,2170,997.891321737953,2170,0,0,548.409128213942,540164,1,3,1,0,3624,560,1434,0.164884886415621
"id0341","id0341",0,-564,1012,0,-95.9750735012987,830,1.07375522911375,640,-95.9750735012987,830,-15.2989242312542,-75780.5,0,0,0,0,1159,610,739,0.0347152923117089
"id0342","id0342",0,-593,803,0,-66.3395916365509,1220,25.359952316138,850,-66.3395916365509,1220,-12.6224366652324,-28236.5,0,0,0,0,1905,470,515,0.0936319247952188
"id0343","id0343",0,-596,840,0,15.783149123749,820,15.783149123749,820,-0.57866368588548,1260,2.69622324782548,8024,0,0,0,0,1263,670,690,0.0456248405684009
"id0344","id0344",552,-541,894,0,927.862151319844,2800,927.862151319844,2800,0,0,228.615577132434,331041.5,3,0,3,0,3480,930,1020,0.22314355131421
"id0345","id0345",0,-652,980,0,36.9628311068434,1580,36.9628311068434,1580,-11.3093961500023,1450,3.52182242910228,16376,0,0,0,0,1863,1310,1363,0.0293090285976095
"id0346","id0346",0,-651,825,0,-121.813645937504,1411,4.41043501531316,1151,-121.813645937504,1411,-19.8510187429565,-58054.5,0,0,0,0,1792,1081,1092,0.0269597384512226
"id0347","id0347",0,-563,869,0,65.5394708399059,600,65.5394708399059,600,-15.0941084812839,1000,13.7978107388789,35023,0,0,0,0,1136,450,466,0.0849628955631572
"id0348","id0348",0,-600,852,0,77.6379890251889,920,77.6379890251889,920,-0.909730218479664,1170,11.3228530958906,47086,0,0,0,0,1200,690,690,0.0375268911641857
"id0350","id0350",0,-607,885,0,-31.2245858155125,810,0.259047863460958,1090,-31.2245858155125,810,-5.38812004988088,-22087.5,0,0,0,0,1144,630,674,0.0372309170440883
